1000      	@         	1770.0	0.0	0.0
1001      	@         	950.0	.53800000000000003	0.0
1002      	@         	410.0	.23100000000000001	0.0
1003      	@         	410.0	.23100000000000001	0.0
1004      	@         	2124.0	0.0	0.0
1005      	@         	1140.0	.53800000000000003	0.0
1006      	@         	492.0	.23100000000000001	0.0
1007      	@         	492.0	.23100000000000001	0.0
1008      	@         	815.0	0.0	0.0
1009      	@         	978.0	0.0	0.0
1010      	@         	815.0	0.0	0.0
1011      	@         	611.0	.69999999999999996	0.0
1012      	@         	305.0	.29999999999999999	0.0
1013      	@         	978.0	0.0	0.0
1014      	@         	733.20000000000005	.69999999999999996	0.0
1015      	@         	366.0	.29999999999999999	0.0
1016      	@         	980.0	0.0	0.0
1017      	@         	685.0	.69999999999999996	0.0
1018      	@         	490.0	.29999999999999999	0.0
1019      	@         	1176.0	0.0	0.0
1020      	@         	822.0	.69999999999999996	0.0
1021      	@         	588.0	.29999999999999999	0.0
1022      	@         	815.0	0.0	0.0
1023      	@         	978.0	0.0	0.0
1024      	@         	980.0	0.0	0.0
1025      	@         	685.0	.69999999999999996	0.0
1026      	@         	490.0	.29999999999999999	0.0
1027      	@         	1176.0	0.0	0.0
1028      	@         	822.0	.69999999999999996	0.0
1029      	@         	588.0	.29999999999999999	0.0
1030      	@         	1020.0	0.0	0.0
1031      	@         	610.0	.29999999999999999	0.0
1032      	@         	775.0	.69999999999999996	0.0
1033      	@         	2160.0	0.0	0.0
1034      	@         	1507.0	.69999999999999996	0.0
1035      	@         	652.0	.29999999999999999	0.0
1036      	@         	2592.0	0.0	0.0
1037      	@         	1808.4000000000001	.69999999999999996	0.0
1038      	@         	782.39999999999998	.29999999999999999	0.0
1039      	@         	400.0	0.0	0.0
1040      	@         	400.0	0.0	0.0
1041      	@         	167.0	.40000000000000002	0.0
1042      	@         	167.0	.40000000000000002	0.0
1043      	@         	167.0	.29999999999999999	0.0
1044      	@         	167.0	.29999999999999999	0.0
1045      	@         	335.0	.84999999999999998	0.0
1046      	@         	335.0	.84999999999999998	0.0
1047      	@         	167.0	.20999999999999999	0.0
1048      	@         	167.0	.20999999999999999	0.0
1049      	@         	1700.0	0.0	0.0
1050      	@         	815.0	0.0	0.0
1051      	@         	815.0	0.0	0.0
1052      	@         	165.0	0.0	0.0
1053      	@         	300.0	0.0	0.0
1054      	@         	205.0	0.0	0.0
1055      	@         	300.0	0.0	0.0
1056      	@         	205.0	0.0	0.0
1057      	@         	733.0	0.0	0.0
1058      	@         	483.77999999999997	0.0	0.0
1059      	@         	306.0	0.0	0.0
1060      	@         	201.96000000000001	0.0	0.0
1061      	@         	490.0	0.0	0.0
1062      	@         	323.39999999999998	0.0	0.0
1063      	@         	490.0	0.0	0.0
1064      	@         	323.39999999999998	0.0	0.0
1065      	@         	1099.5	0.0	0.0
1066      	@         	725.66999999999996	0.0	0.0
1067      	@         	459.0	0.0	0.0
1068      	@         	302.94	0.0	0.0
1069      	@         	735.0	0.0	0.0
1070      	@         	485.10000000000002	0.0	0.0
1071      	@         	735.0	0.0	0.0
1072      	@         	485.10000000000002	0.0	0.0
1073      	@         	483.77999999999997	0.0	0.0
1074      	@         	201.96000000000001	0.0	0.0
1075      	@         	323.39999999999998	0.0	0.0
1076      	@         	323.39999999999998	0.0	0.0
1077      	@         	725.66999999999996	0.0	0.0
1078      	@         	302.94	0.0	0.0
1079      	@         	485.10000000000002	0.0	0.0
1080      	@         	485.10000000000002	0.0	0.0
1081      	@         	733.0	0.0	0.0
1082      	@         	305.0	0.0	0.0
1083      	@         	490.0	0.0	0.0
1084      	@         	900.0	0.0	0.0
1085      	@         	630.0	.69999999999999996	0.0
1086      	@         	280.0	.29999999999999999	0.0
1087      	@         	200.0	0.0	0.0
