01	* 	20.0
02	* 	20.0
03	* 	20.0
04	* 	20.0
05	* 	20.0
11	* 	20.0
12	* 	20.0
13	* 	10.0
14	* 	10.0
15	* 	20.0
16	* 	10.0
17	* 	10.0
31	* 	20.0
32	* 	20.0
41	* 	20.0
42	* 	20.0
63	* 	20.0
64	* 	20.0
65	* 	20.0
66	* 	20.0
71	* 	20.0
72	* 	20.0
73	* 	20.0
74	* 	20.0
75	* 	20.0
81	* 	10.0
91	* 	20.0
92	* 	20.0
95	* 	20.0
83	* 	10.0
82	* 	10.0
