04	1.0344	.0055999999999999999	02
07	1.0602	.0097999999999999997	02
16	1.1375999999999999	.0224	02
Z7	1.0688	.0112	02
Z8	1.1548	.0252	02
04	1.0164	.023599999999999999	01
07	1.0286999999999999	.041300000000000003	01
16	1.0656000000000001	.094399999999999998	01
Z7	1.0327999999999999	.047199999999999999	01
Z8	1.0738000000000001	.1062	01
Z9	1.0861000000000001	.1239	01
Z6	1.0409999999999999	.058999999999999997	01
Z9	1.1806000000000001	.029399999999999999	02
Z6	1.0860000000000001	.014	02
IN	1.0861000000000001	.1239	01
