00000000000000000001	script_bd_gcw.txt	01	3607.0	 	00000000000000000000	
00000000000000000002	docuPrinter.log	01	448.0	 	00000000000000000008	
00000000000000000003	01 Memoria_F_copia1.pdf	01	1029813.0	 	00000000000000000009	
00000000000000000004	04 P01 P04_F_signed.PDF	01	2879162.0	boletin año 2008 ereno	00000000000000000009	
00000000000000000005	circular.txt	PDF	12.0	Circular	00000000000000000015	
00000000000000000006	cmd.txt	PDF	625.0	 	00000000000000000023	
00000000000000000007	090324 boletin 229.pdf	PDF	286622.0	229 BI 24 mar09	00000000000000000024	
00000000000000000008	BOAAT 13 ene09.pdf	PDF	397478.0	BOAAT 13 ene09	00000000000000000024	
00000000000000000009	BOAAT 13 ene09.pdf	PDF	397478.0	 	00000000000000000032	
