2008	7.6900000000000004	53.490000000000002	53.490000000000002	47.600000000000001	8.1899999999999995
2007	7.6900000000000004	53.490000000000002	53.490000000000002	47.600000000000001	8.1899999999999995
2006	8.0299999999999994	53.490000000000002	53.490000000000002	47.600000000000001	8.1899999999999995
2005	8.5099999999999998	53.490000000000002	53.490000000000002	47.600000000000001	8.5
2004	8.7300000000000004	53.490000000000002	53.490000000000002	47.600000000000001	9.0800000000000001
2003	9.2200000000000006	53.490000000000002	53.490000000000002	47.600000000000001	9.6699999999999999
2002	9.4399999999999995	53.490000000000002	53.490000000000002	47.600000000000001	10.369999999999999
2001	9.9100000000000001	53.490000000000002	53.490000000000002	47.600000000000001	11.07
2000	10.369999999999999	53.490000000000002	53.490000000000002	47.600000000000001	11.779999999999999
1999	11.09	53.490000000000002	53.490000000000002	47.600000000000001	12.6
1998	11.529999999999999	53.490000000000002	53.490000000000002	47.600000000000001	13.31
1997	12.130000000000001	53.490000000000002	53.490000000000002	47.600000000000001	14.119999999999999
1996	12.83	53.490000000000002	53.490000000000002	47.600000000000001	15.17
1995	13.42	53.490000000000002	53.490000000000002	47.600000000000001	16.219999999999999
1994	15.300000000000001	53.490000000000002	53.490000000000002	47.600000000000001	17.280000000000001
1993	15.52	61.43	56.57	47.600000000000001	19.02
1992	17.5	61.43	56.57	47.600000000000001	21.260000000000002
1991	18.559999999999999	61.5	56.719999999999999	47.600000000000001	22.789999999999999
1990	19.539999999999999	61.520000000000003	56.759999999999998	47.600000000000001	24.309999999999999
1989	20.809999999999999	61.5	56.740000000000002	47.600000000000001	25.809999999999999
1988	22.219999999999999	61.439999999999998	56.710000000000001	47.600000000000001	27.699999999999999
1987	45.799999999999997	63.630000000000003	59.0	47.600000000000001	64.060000000000002
1986	45.799999999999997	63.75	59.149999999999999	47.600000000000001	64.060000000000002
1985	45.799999999999997	63.859999999999999	59.390000000000001	47.600000000000001	64.060000000000002
1984	45.799999999999997	63.969999999999999	59.640000000000001	47.600000000000001	64.060000000000002
1983	45.799999999999997	64.069999999999993	59.880000000000003	47.600000000000001	64.060000000000002
1982	48.270000000000003	64.189999999999998	60.140000000000001	47.600000000000001	80.730000000000004
1981	48.270000000000003	64.329999999999998	60.420000000000002	47.600000000000001	80.730000000000004
1980	48.270000000000003	64.489999999999995	60.700000000000003	47.600000000000001	80.730000000000004
1979	48.270000000000003	64.670000000000002	60.979999999999997	47.600000000000001	80.730000000000004
1978	48.270000000000003	64.890000000000001	61.289999999999999	47.600000000000001	80.730000000000004
1977	78.790000000000006	65.150000000000006	61.619999999999997	47.600000000000001	105.16
1976	78.790000000000006	65.450000000000003	61.960000000000001	47.600000000000001	105.16
1975	78.790000000000006	65.810000000000002	62.329999999999998	47.600000000000001	105.16
1974	78.790000000000006	65.959999999999994	62.549999999999997	47.600000000000001	105.16
1973	78.790000000000006	66.170000000000002	62.789999999999999	47.600000000000001	105.16
1972	88.230000000000004	66.430000000000007	63.039999999999999	47.600000000000001	161.75999999999999
1971	88.230000000000004	98.409999999999997	94.969999999999999	79.260000000000005	161.75999999999999
1970	88.230000000000004	98.799999999999997	95.260000000000005	79.260000000000005	161.75999999999999
1969	88.230000000000004	99.25	95.549999999999997	79.260000000000005	161.75999999999999
1968	88.230000000000004	99.780000000000001	95.849999999999994	79.260000000000005	161.75999999999999
1967	96.230000000000004	100.39	96.140000000000001	79.260000000000005	196.06999999999999
1966	96.230000000000004	101.09	96.430000000000007	79.260000000000005	196.06999999999999
1965	96.230000000000004	101.88	96.719999999999999	79.260000000000005	196.06999999999999
1964	96.230000000000004	102.78	96.989999999999995	79.260000000000005	196.06999999999999
1963	96.230000000000004	103.79000000000001	97.269999999999996	79.260000000000005	196.06999999999999
1962	109.19	106.76000000000001	99.730000000000004	79.260000000000005	218.0
1961	109.19	107.05	99.480000000000004	79.260000000000005	218.0
1960	109.19	107.40000000000001	99.280000000000001	79.260000000000005	218.0
1959	109.19	107.77	99.120000000000005	79.260000000000005	218.0
1958	109.19	108.16	99.0	79.260000000000005	218.0
1957	129.65000000000001	108.56999999999999	98.930000000000007	79.260000000000005	228.91999999999999
1956	129.65000000000001	108.95	98.879999999999995	79.260000000000005	228.91999999999999
1955	129.65000000000001	109.28	98.859999999999999	79.260000000000005	228.91999999999999
1954	129.65000000000001	109.69	98.959999999999994	79.260000000000005	228.91999999999999
1953	129.65000000000001	109.89	98.900000000000006	79.260000000000005	228.91999999999999
1952	156.11000000000001	114.19	103.0	79.260000000000005	236.24000000000001
1951	156.11000000000001	114.81999999999999	103.01000000000001	79.260000000000005	236.24000000000001
1950	156.11000000000001	115.43000000000001	102.97	79.260000000000005	236.24000000000001
1949	156.11000000000001	115.98	102.86	79.260000000000005	236.24000000000001
1948	156.11000000000001	116.45	102.66	79.260000000000005	236.24000000000001
1947	156.11000000000001	116.81	102.36	79.260000000000005	236.24000000000001
1946	156.11000000000001	117.05	101.95999999999999	79.260000000000005	236.24000000000001
1945	156.11000000000001	117.12	101.45	79.260000000000005	236.24000000000001
1944	156.11000000000001	117.01000000000001	100.89	79.260000000000005	236.24000000000001
1943	156.11000000000001	117.23	100.94	79.260000000000005	236.24000000000001
1942	156.11000000000001	87.540000000000006	87.540000000000006	79.260000000000005	236.24000000000001
1941	156.11000000000001	87.540000000000006	87.540000000000006	79.260000000000005	236.24000000000001
1940	156.11000000000001	87.540000000000006	87.540000000000006	79.260000000000005	236.24000000000001
1939	156.11000000000001	87.540000000000006	87.540000000000006	79.260000000000005	236.24000000000001
