0.0	50.0	3.0	N	1   
50.0	100.0	2.8500000000000001	N	1   
100.0	200.0	2.6099999999999999	N	1   
200.0	400.0	2.3999999999999999	N	1   
400.0	600.0	2.25	N	1   
600.0	800.0	2.1600000000000001	N	1   
800.0	1000.0	2.0699999999999998	N	1   
1000.0	2000.0	1.95	N	1   
2000.0	3000.0	1.8300000000000001	N	1   
3000.0	4000.0	1.74	N	1   
4000.0	6000.0	1.6799999999999999	N	1   
6000.0	8000.0	1.6200000000000001	N	1   
8000.0	10000.0	1.5600000000000001	N	1   
10000.0	12000.0	1.53	N	1   
12000.0	14000.0	1.5	N	1   
14000.0	16000.0	1.47	N	1   
16000.0	18000.0	1.4399999999999999	N	1   
18000.0	20000.0	1.4099999999999999	N	1   
20000.0	25000.0	1.3799999999999999	N	1   
25000.0	30000.0	1.3500000000000001	N	1   
30000.0	35000.0	1.3200000000000001	N	1   
35000.0	40000.0	1.29	N	1   
40000.0	50000.0	1.26	N	1   
50000.0	65000.0	1.23	N	1   
65000.0	80000.0	1.2	N	1   
80000.0	100000.0	1.1699999999999999	N	1   
100000.0	120000.0	1.1399999999999999	N	1   
120000.0	140000.0	1.1100000000000001	N	1   
140000.0	180000.0	1.0800000000000001	N	1   
180000.0	200000.0	1.05	N	1   
200000.0	999999999.0	1.02	S	1   
0.0	1803.04	8.0	N	A13 
1803.04	3606.0700000000002	7.2000000000000002	N	A13 
3606.0700000000002	5409.1099999999997	6.96	N	A13 
5409.1099999999997	7813.1599999999999	6.7999999999999998	N	A13 
7813.1599999999999	9616.1900000000005	6.7199999999999998	N	A13 
9616.1900000000005	11419.23	6.4000000000000004	N	A13 
11419.23	13222.27	6.1600000000000001	N	A13 
13222.27	15025.299999999999	6.0	N	A13 
15025.299999999999	16828.34	5.8399999999999999	N	A13 
16828.34	19232.389999999999	5.7599999999999998	N	A13 
19232.389999999999	28848.580000000002	5.4400000000000004	N	A13 
28848.580000000002	38464.769999999997	5.1200000000000001	N	A13 
38464.769999999997	48080.970000000001	4.8799999999999999	N	A13 
48080.970000000001	96161.940000000002	4.0	N	A13 
96161.940000000002	144242.91	3.52	N	A13 
144242.91	192323.87	3.2000000000000002	N	A13 
192323.87	384647.75	2.3999999999999999	N	A13 
384647.75	576971.62	2.1600000000000001	N	A13 
576971.62	769295.48999999999	2.0	N	A13 
769295.48999999999	961619.37	1.9199999999999999	N	A13 
961619.37	1923238.73	1.3600000000000001	N	A13 
0.0	4507.5900000000001	2.3999999999999999	N	2   
0.0	5000.0	.69999999999999996	N	55  
5000.0	10000.0	.59999999999999998	N	55  
10000.0	20000.0	.5	N	55  
20000.0	999999999.0	.40000000000000002	S	55  
0.0	5000.0	.69999999999999996	N	A222
5000.0	10000.0	.59999999999999998	N	A222
10000.0	20000.0	.5	N	A222
20000.0	999999999.0	.40000000000000002	S	A222
0.0	3005.0599999999999	15.0	N	A164
3005.0599999999999	6010.1199999999999	14.25	N	A164
6010.1199999999999	12020.24	13.050000000000001	N	A164
12020.24	24040.48	12.0	N	A164
24040.48	36060.730000000003	11.25	N	A164
36060.730000000003	48080.970000000001	10.800000000000001	N	A164
48080.970000000001	60101.120000000003	10.550000000000001	N	A164
60101.120000000003	120020.42	9.75	N	A164
120020.42	180303.63	9.1500000000000004	N	A164
180303.63	240404.84	8.6999999999999993	N	A164
240404.84	360607.26000000001	8.4000000000000004	N	A164
360607.26000000001	480809.67999999999	8.0999999999999996	N	A164
480809.67999999999	601012.09999999998	7.7999999999999998	N	A164
601012.09999999998	721214.53000000003	7.6500000000000004	N	A164
721214.53000000003	841416.94999999995	7.5	N	A164
841416.94999999995	961619.37	7.3499999999999996	N	A164
961619.37	1081821.79	7.2000000000000002	N	A164
1081821.79	1202024.21	7.0499999999999998	N	A164
1202024.21	1502530.26	6.9000000000000004	N	A164
1502530.26	999999999999.0	6.75	N	A164
4507.5900000000001	6010.1199999999999	2.25	N	2   
6010.1199999999999	9015.1800000000003	2.1000000000000001	N	2   
9015.1800000000003	12020.24	2.0099999999999998	N	2   
12020.24	18030.360000000001	1.9199999999999999	N	2   
18030.360000000001	24040.48	1.8700000000000001	N	2   
24040.48	30050.610000000001	1.8300000000000001	N	2   
30050.610000000001	36060.730000000003	1.78	N	2   
36060.730000000003	42070.849999999999	1.74	N	2   
42070.849999999999	51086.029999999999	1.71	N	2   
51086.029999999999	60101.209999999999	1.6799999999999999	N	2   
60101.209999999999	75126.509999999995	1.6499999999999999	N	2   
75126.509999999995	90151.820000000007	1.6200000000000001	N	2   
90151.820000000007	120202.42	1.5700000000000001	N	2   
120202.42	180303.63	1.5	N	2   
180303.63	240404.84	1.4199999999999999	N	2   
240404.84	300506.04999999999	1.3500000000000001	N	2   
300506.04999999999	390657.87	1.27	N	2   
390657.87	480809.67999999999	1.2	N	2   
480809.67999999999	601012.09999999998	1.1200000000000001	N	2   
601012.09999999998	751265.13	1.05	N	2   
751265.13	901518.16000000003	1.01	N	2   
901518.16000000003	1051771.1799999999	.96999999999999997	N	2   
1051771.1799999999	1202024.21	.93999999999999995	N	2   
1202024.21	1502530.26	.91000000000000003	N	2   
1502530.26	1803036.3100000001	.84999999999999998	N	2   
1803036.3100000001	2404048.4199999999	.79000000000000004	N	2   
2404048.4199999999	2704554.4700000002	.75	N	2   
2704554.4700000002	3005060.52	.69999999999999996	N	2   
3005060.52	3606072.6299999999	.66000000000000003	N	2   
3606072.6299999999	4207084.7300000004	.64000000000000001	N	2   
4207084.7300000004	5108602.8899999997	.63	N	2   
