11	32	1.0	A163	144.24000000000001	
11	33	1.0	A163	144.24000000000001	
12	32	.69999999999999996	A163	100.97	
12	33	.69999999999999996	A163	100.97	
13	11	1.0	1	60.100000000000001	
13	12	1.0	1	60.100000000000001	S
13	13	1.0	1	60.100000000000001	S
13	21	1.2	1	72.120000000000005	 
13	22	1.2	1	72.120000000000005	S
13	23	1.2	1	72.120000000000005	S
13	32	1.2	1	72.120000000000005	
13	33	1.2	1	72.120000000000005	
14	11	1.0	1	60.100000000000001	
14	12	1.0	1	60.100000000000001	S
14	13	1.0	1	60.100000000000001	S
14	21	1.2	1	72.120000000000005	
14	22	1.2	1	72.120000000000005	S
14	23	1.2	1	72.120000000000005	S
14	31	1.2	1	72.120000000000005	
14	32	1.2	1	72.120000000000005	
14	33	1.2	1	72.120000000000005	
15	31	1.0	A163	144.24000000000001	
15	32	1.0	A163	144.24000000000001	
16	11	1.0	1	60.100000000000001	
16	12	1.0	1	60.100000000000001	S
16	13	1.0	1	60.100000000000001	S
16	21	1.2	1	72.120000000000005	
16	23	1.2	1	72.120000000000005	S
16	31	1.2	1	72.120000000000005	
16	32	1.2	1	72.120000000000005	
16	33	1.2	1	72.120000000000005	
17	11	1.0	1	60.100000000000001	
17	12	1.0	1	60.100000000000001	S
17	13	1.0	1	60.100000000000001	S
17	21	1.2	1	72.120000000000005	
17	22	1.2	1	72.120000000000005	S
17	23	1.2	1	72.120000000000005	S
17	31	1.2	1	72.120000000000005	
17	32	1.2	1	72.120000000000005	
17	33	1.2	1	72.120000000000005	
11	13	1.0	A13	120.2	
11	22	1.2	A13	144.24000000000001	
11	23	1.2	A13	144.24000000000001	
12	12	.69999999999999996	A13	90.150000000000006	
12	13	.69999999999999996	A13	90.150000000000006	
12	22	.83999999999999997	A13	108.18000000000001	
12	23	.83999999999999997	A13	108.18000000000001	
15	12	1.0	A13	120.2	
15	13	1.0	A13	120.2	
15	22	.83999999999999997	A13	144.24000000000001	
13	71	1.0	2	96.170000000000002	
13	72	1.2	2	120.2	
13	73	1.2	2	120.2	
13	81	1.0	2	96.170000000000002	
14	71	1.0	2	96.170000000000002	
14	72	1.2	2	120.2	
14	73	1.2	2	120.2	
14	81	1.0	2	96.170000000000002	
16	71	1.0	2	96.170000000000002	
16	72	1.2	2	120.2	
16	73	1.2	2	120.2	
16	81	1.0	2	96.170000000000002	
17	71	1.0	2	96.170000000000002	
17	72	1.2	2	120.2	
17	73	1.2	2	120.2	
17	81	1.0	2	96.170000000000002	
11	92	1.0	55	150.25	
11	93	1.0	55	150.25	
12	91	.29999999999999999	55	90.150000000000006	
12	92	.29999999999999999	55	90.150000000000006	
12	93	.29999999999999999	55	90.150000000000006	
13	91	.69999999999999996	55	114.19	
13	92	.69999999999999996	55	114.19	
13	93	.69999999999999996	55	114.19	
14	91	.69999999999999996	55	114.19	
14	92	.69999999999999996	55	114.19	
14	93	.69999999999999996	55	114.19	
15	91	.29999999999999999	55	90.150000000000006	
15	92	.29999999999999999	55	90.150000000000006	
15	93	.29999999999999999	55	90.150000000000006	
16	91	.69999999999999996	55	114.19	
16	92	.69999999999999996	55	114.19	
16	93	.69999999999999996	55	114.19	
17	91	.69999999999999996	55	114.19	
17	92	.69999999999999996	55	114.19	
17	93	.69999999999999996	55	114.19	
01	11	.29999999999999999	A22	24.84	
01	12	.29999999999999999	A22	24.84	
01	13	.29999999999999999	A22	24.84	
01	21	.29999999999999999	A22	24.84	
01	22	.29999999999999999	A22	24.84	
01	23	.29999999999999999	A22	24.84	
01	31	.29999999999999999	A22	24.84	
01	33	.29999999999999999	A22	24.84	
01	41	.29999999999999999	A22	24.84	
01	42	.29999999999999999	A22	24.84	
01	51	.29999999999999999	A22	24.84	
01	52	.29999999999999999	A22	24.84	
01	61	.29999999999999999	A22	24.84	
01	62	.29999999999999999	A22	24.84	
01	63	.29999999999999999	A22	24.84	
01	71	.29999999999999999	A22	24.84	
01	72	.29999999999999999	A22	24.84	
01	73	.29999999999999999	A22	24.84	
01	74	.29999999999999999	A22	24.84	
01	75	.29999999999999999	A22	24.84	
01	81	.29999999999999999	A22	24.84	
01	82	.29999999999999999	A22	24.84	
02	11	.29999999999999999	A22	24.84	
02	12	.29999999999999999	A22	24.84	
02	13	.29999999999999999	A22	24.84	
02	21	.29999999999999999	A22	24.84	
02	22	.29999999999999999	A22	24.84	
02	23	.29999999999999999	A22	24.84	
02	31	.29999999999999999	A22	24.84	
02	32	.29999999999999999	A22	24.84	
02	33	.29999999999999999	A22	24.84	
02	41	.29999999999999999	A22	24.84	
02	42	.29999999999999999	A22	24.84	
02	51	.29999999999999999	A22	24.84	
02	52	.29999999999999999	A22	24.84	
02	61	.29999999999999999	A22	24.84	
02	62	.29999999999999999	A22	24.84	
02	71	.29999999999999999	A22	24.84	
