02	72	.29999999999999999	A22	24.84	
02	73	.29999999999999999	A22	24.84	
02	74	.29999999999999999	A22	24.84	
02	75	.29999999999999999	A22	24.84	
02	81	.29999999999999999	A22	24.84	
02	82	.29999999999999999	A22	24.84	
02	83	.29999999999999999	A22	24.84	
03	11	.84999999999999998	A22	49.670000000000002	
03	12	.84999999999999998	A22	49.670000000000002	
03	13	.84999999999999998	A22	49.670000000000002	
03	21	.84999999999999998	A22	49.670000000000002	
03	22	.84999999999999998	A22	49.670000000000002	
03	23	.84999999999999998	A22	49.670000000000002	
03	31	.84999999999999998	A22	49.670000000000002	
03	33	.84999999999999998	A22	49.670000000000002	
03	41	.84999999999999998	A22	49.670000000000002	
03	42	.84999999999999998	A22	49.670000000000002	
03	51	.84999999999999998	A22	49.670000000000002	
03	52	.84999999999999998	A22	49.670000000000002	
03	61	.84999999999999998	A22	49.670000000000002	
03	62	.84999999999999998	A22	49.670000000000002	
03	63	.84999999999999998	A22	49.670000000000002	
03	71	.84999999999999998	A22	49.670000000000002	
03	72	.84999999999999998	A22	49.670000000000002	
03	73	.84999999999999998	A22	49.670000000000002	
03	74	.84999999999999998	A22	49.670000000000002	
03	75	.84999999999999998	A22	49.670000000000002	
03	81	.84999999999999998	A22	49.670000000000002	
03	83	.84999999999999998	A22	49.670000000000002	
04	11	1.0	A22	59.600000000000001	
04	12	1.0	A22	59.600000000000001	
04	13	1.0	A22	59.600000000000001	
04	21	1.0	A22	59.600000000000001	
04	22	1.0	A22	59.600000000000001	
04	23	1.0	A22	59.600000000000001	
04	31	1.0	A22	59.600000000000001	
04	32	1.0	A22	59.600000000000001	
04	33	1.0	A22	59.600000000000001	
04	41	1.0	A22	59.600000000000001	
04	42	1.0	A22	59.600000000000001	
04	51	1.0	A22	59.600000000000001	
04	52	1.0	A22	59.600000000000001	
04	61	1.0	A22	59.600000000000001	
04	63	1.0	A22	59.600000000000001	
04	71	1.0	A22	59.600000000000001	
04	72	1.0	A22	59.600000000000001	
04	73	1.0	A22	59.600000000000001	
04	74	1.0	A22	59.600000000000001	
04	75	1.0	A22	59.600000000000001	
04	81	1.0	A22	59.600000000000001	
04	82	1.0	A22	59.600000000000001	
04	83	1.0	A22	59.600000000000001	
05	11	1.0	A22	59.600000000000001	
05	12	1.0	A22	59.600000000000001	
05	13	1.0	A22	59.600000000000001	
05	21	1.0	A22	59.600000000000001	
05	22	1.0	A22	59.600000000000001	
05	23	1.0	A22	59.600000000000001	
05	32	1.0	A22	59.600000000000001	
05	33	1.0	A22	59.600000000000001	
05	41	1.0	A22	59.600000000000001	
05	42	1.0	A22	59.600000000000001	
05	51	1.0	A22	59.600000000000001	
05	52	1.0	A22	59.600000000000001	
05	61	1.0	A22	59.600000000000001	
05	62	1.0	A22	59.600000000000001	
05	63	1.0	A22	59.600000000000001	
05	71	1.0	A22	59.600000000000001	
05	72	1.0	A22	59.600000000000001	
05	73	1.0	A22	59.600000000000001	
05	74	1.0	A22	59.600000000000001	
05	75	1.0	A22	59.600000000000001	
05	81	1.0	A22	59.600000000000001	
05	83	1.0	A22	59.600000000000001	
06	11	.20999999999999999	A22	24.84	
06	12	.20999999999999999	A22	24.84	
06	13	.20999999999999999	A22	24.84	
06	21	.20999999999999999	A22	24.84	
06	22	.20999999999999999	A22	24.84	
06	23	.20999999999999999	A22	24.84	
06	31	.20999999999999999	A22	24.84	
06	32	.20999999999999999	A22	24.84	
06	33	.20999999999999999	A22	24.84	
06	41	.20999999999999999	A22	24.84	
06	42	.20999999999999999	A22	24.84	
06	51	.20999999999999999	A22	24.84	
06	52	.20999999999999999	A22	24.84	
06	61	.20999999999999999	A22	24.84	
06	62	.20999999999999999	A22	24.84	
06	63	.20999999999999999	A22	24.84	
06	71	.20999999999999999	A22	24.84	
06	72	.20999999999999999	A22	24.84	
06	73	.20999999999999999	A22	24.84	
06	74	.20999999999999999	A22	24.84	
06	75	.20999999999999999	A22	24.84	
06	81	.20999999999999999	A22	24.84	
06	82	.20999999999999999	A22	24.84	
06	83	.20999999999999999	A22	24.84	
07	11	.20999999999999999	A22	24.84	
07	12	.20999999999999999	A22	24.84	
07	13	.20999999999999999	A22	24.84	
07	21	.20999999999999999	A22	24.84	
07	22	.20999999999999999	A22	24.84	
07	23	.20999999999999999	A22	24.84	
07	31	.20999999999999999	A22	24.84	
07	32	.20999999999999999	A22	24.84	
07	33	.20999999999999999	A22	24.84	
07	41	.20999999999999999	A22	24.84	
07	42	.20999999999999999	A22	24.84	
07	51	.20999999999999999	A22	24.84	
07	52	.20999999999999999	A22	24.84	
07	61	.20999999999999999	A22	24.84	
07	62	.20999999999999999	A22	24.84	
07	63	.20999999999999999	A22	24.84	
07	71	.20999999999999999	A22	24.84	
07	72	.20999999999999999	A22	24.84	
07	73	.20999999999999999	A22	24.84	
07	75	.20999999999999999	A22	24.84	
07	81	.20999999999999999	A22	24.84	
07	82	.20999999999999999	A22	24.84	
07	83	.20999999999999999	A22	24.84	
01	91	.29999999999999999	A222	24.84	
01	92	.29999999999999999	A222	24.84	
01	93	.29999999999999999	A222	24.84	
02	91	.29999999999999999	A222	24.84	
02	92	.29999999999999999	A222	24.84	
02	93	.29999999999999999	A222	24.84	
03	91	.84999999999999998	A222	49.670000000000002	
03	93	.84999999999999998	A222	49.670000000000002	
04	91	1.0	A222	59.600000000000001	
04	92	1.0	A222	59.600000000000001	
04	93	1.0	A222	59.600000000000001	
05	91	1.0	A222	59.600000000000001	
05	92	1.0	A222	59.600000000000001	
05	93	1.0	A222	59.600000000000001	
06	91	.20999999999999999	A222	24.84	
06	92	.20999999999999999	A222	24.84	
06	93	.20999999999999999	A222	24.84	
07	92	.20999999999999999	A222	24.84	
07	93	.20999999999999999	A222	24.84	
14	51	1.2	1	72.120000000000005	
14	52	1.2	1	72.120000000000005	
17	51	1.2	1	72.120000000000005	
17	52	1.2	1	72.120000000000005	
13	82	1.0	2	45.079999999999998	S
13	83	1.0	2	45.079999999999998	S
13	31	1.2	1	72.120000000000005	
13	51	1.2	1	72.120000000000005	
13	52	1.2	1	72.120000000000005	
16	51	1.2	1	72.120000000000005	
16	52	1.2	1	72.120000000000005	
13	74	1.0	2	96.170000000000002	
13	76	1.0	2	96.170000000000002	
14	74	1.0	2	96.170000000000002	
14	76	1.0	2	96.170000000000002	
16	74	1.0	2	96.170000000000002	
16	76	1.0	2	9617.0	
17	74	1.0	2	96.170000000000002	
17	76	1.0	2	9617.0	
21	* 	1.0	G	0.0	
22	* 	1.0	G	0.0	
23	* 	1.0	G	0.0	
24	* 	1.0	G	0.0	
25	* 	1.0	G	0.0	
26	* 	1.0	G	0.0	
27	* 	1.0	G	0.0	
31	* 	1.0	G	57.100000000000001	
32	* 	1.0	G	57.100000000000001	
33	* 	1.0	G	57.100000000000001	
41	* 	1.0	G	100.97	
42	* 	1.0	G	45.079999999999998	
43	* 	1.0	G	45.079999999999998	
44	* 	1.0	G	45.079999999999998	
45	* 	1.0	G	45.079999999999998	
51	* 	1.0	G	45.079999999999998	
52	* 	1.0	G	45.079999999999998	
53	* 	1.0	G	45.079999999999998	
54	* 	1.0	G	45.079999999999998	
61	* 	1.0	510	60.100000000000001	
62	* 	1.0	G	45.079999999999998	
63	* 	1.0	G	45.079999999999998	
64	* 	1.0	511	45.079999999999998	
65	* 	1.0	G	45.079999999999998	
66	* 	1.0	G	45.079999999999998	
71	* 	1.0	42	45.079999999999998	
72	* 	1.0	43	60.100000000000001	
73	* 	1.0	42	30.050000000000001	
74	* 	1.0	42	45.079999999999998	
75	* 	1.0	42	45.079999999999998	
81	* 	1.0	513	60.100000000000001	
82	* 	1.0	41	60.009999999999998	 
83	* 	1.0	G	45.079999999999998	
91	* 	1.0	G	45.079999999999998	
92	* 	1.0	G	45.079999999999998	
93	* 	1.0	G	45.079999999999998	
94	* 	1.0	G	45.079999999999998	
95	* 	1.0	G	45.079999999999998	
11	91	1.0	55	150.25	
46	* 	1.0	512	60.100000000000001	
11	12	1.0	A13	120.2	
15	23	.83999999999999997	A13	144.24000000000001	
16	22	1.2	1	72.120000000000005	S
15	33	1.0	A163	144.24000000000001	
12	31	.69999999999999996	A163	100.97	
11	31	1.0	A163	144.24000000000001	
01	32	.29999999999999999	A22	24.84	
01	83	.29999999999999999	A22	24.84	
02	63	.29999999999999999	A22	24.84	
03	32	.84999999999999998	A22	49.670000000000002	
03	82	.84999999999999998	A22	49.670000000000002	
04	62	1.0	A22	59.600000000000001	
05	31	1.0	A22	59.600000000000001	
05	82	1.0	A22	59.600000000000001	
07	74	.20999999999999999	A22	24.84	
03	92	.84999999999999998	A222	49.670000000000002	
07	91	.20999999999999999	A222	24.84	
11	41	1.0	A163	144.24000000000001	
11	42	1.0	A163	144.24000000000001	
12	41	.69999999999999996	A163	100.97	
12	42	.69999999999999996	A163	100.97	
13	41	.29999999999999999	A163	72.120000000000005	
13	42	.29999999999999999	A163	72.120000000000005	
14	41	.29999999999999999	A163	72.120000000000005	
14	42	.29999999999999999	A163	72.120000000000005	
15	41	1.0	A163	144.24000000000001	
15	42	1.0	A163	144.24000000000001	
16	41	.29999999999999999	A163	72.120000000000005	
16	42	.29999999999999999	A163	72.120000000000005	
17	41	.29999999999999999	A163	72.120000000000005	
17	42	.29999999999999999	A163	72.120000000000005	
