0000000583	0000000320	CC-001	25.0	1.0
0000000584	0000000320	CC-002	30.0	1.0
0000000585	0000000320	CC-003	40.0	1.0
0000000586	0000000321	CC-001	25.0	1.0
0000000587	0000000321	CC-002	30.0	1.0
0000000588	0000000321	CC-003	40.0	1.0
0000000589	0000000322	CC-001	25.0	1.0
0000000590	0000000322	CC-002	30.0	1.0
0000000591	0000000322	CC-003	40.0	1.0
0000000592	0000000323	CC-001	25.0	1.0
0000000593	0000000323	CC-002	30.0	1.0
0000000594	0000000323	CC-003	40.0	1.0
0000000595	0000000324	CC-001	25.0	1.0
0000000596	0000000324	CC-002	30.0	1.0
0000000597	0000000324	CC-003	40.0	1.0
0000000598	0000000325	CC-001	25.0	1.0
0000000599	0000000325	CC-002	30.0	1.0
0000000600	0000000325	CC-003	40.0	1.0
0000000601	0000000326	CC-001	25.0	1.0
0000000602	0000000326	CC-002	30.0	1.0
0000000603	0000000326	CC-003	40.0	1.0
0000000604	0000000327	CC-001	25.0	1.0
0000000605	0000000327	CC-002	30.0	1.0
0000000606	0000000327	CC-003	40.0	1.0
0000000607	0000000328	7121	85.0	1.0
0000000608	0000000328	02	170.0	1.0
0000000609	0000000329	7121	85.0	1.0
0000000610	0000000329	02	170.0	1.0
0000000611	0000000330	7121	85.0	1.0
0000000612	0000000330	02	170.0	1.0
0000000613	0000000331	7121	85.0	1.0
0000000614	0000000331	02	170.0	1.0
0000000615	0000000332	7121	85.0	1.0
0000000616	0000000332	02	170.0	1.0
0000000617	0000000333	7121	85.0	1.0
0000000618	0000000333	02	170.0	1.0
0000000619	0000000334	7121	105.0	1.0
0000000620	0000000334	02	190.0	1.0
0000000621	0000000335	7121	65.0	1.0
0000000622	0000000335	02	90.0	1.0
0000000623	0000000336	7121	65.0	1.0
0000000624	0000000336	02	90.0	1.0
0000000625	0000000337	7121	45.0	1.0
0000000626	0000000337	02	70.0	1.0
0000000627	0000000338	7121	45.0	1.0
0000000628	0000000338	02	70.0	1.0
0000000629	0000000339	7121	45.0	1.0
0000000630	0000000339	02	70.0	1.0
0000000631	0000000340	7121	45.0	1.0
0000000632	0000000340	02	70.0	1.0
0000000633	0000000341	7121	45.0	1.0
0000000634	0000000341	02	70.0	1.0
0000000635	0000000342	7121	45.0	1.0
0000000636	0000000342	02	70.0	1.0
0000000637	0000000343	7121	45.0	1.0
0000000638	0000000343	02	70.0	1.0
0000000639	0000000344	7121	45.0	1.0
0000000640	0000000344	02	70.0	1.0
0000000641	0000000345	7121	45.0	1.0
0000000642	0000000345	02	70.0	1.0
0000000643	0000000346	7121	45.0	1.0
0000000644	0000000346	02	70.0	1.0
0000000645	0000000347	7121	45.0	1.0
0000000646	0000000347	02	70.0	1.0
0000000647	0000000348	7121	45.0	1.0
0000000648	0000000348	02	70.0	1.0
0000000649	0000000349	7121	45.0	1.0
0000000650	0000000349	02	70.0	1.0
0000000651	0000000350	7121	45.0	1.0
0000000652	0000000350	02	70.0	1.0
0000000653	0000000351	7121	45.0	1.0
0000000654	0000000351	02	70.0	1.0
0000000655	0000000352	7121	45.0	1.0
0000000656	0000000352	02	70.0	1.0
0000000657	0000000353	7121	45.0	1.0
0000000658	0000000353	02	70.0	1.0
0000000659	0000000354	7121	45.0	1.0
0000000660	0000000354	02	70.0	1.0
0000000661	0000000355	7121	45.0	1.0
0000000662	0000000355	02	70.0	1.0
0000000663	0000000356	7121	45.0	1.0
0000000664	0000000356	02	70.0	1.0
0000000665	0000000357	7121	45.0	1.0
0000000666	0000000357	02	70.0	1.0
0000000667	0000000358	7121	45.0	1.0
0000000668	0000000358	02	70.0	1.0
0000000669	0000000359	7121	45.0	1.0
0000000670	0000000359	02	70.0	1.0
0000000671	0000000360	7121	45.0	1.0
0000000672	0000000360	02	70.0	1.0
0000000673	0000000361	7121	45.0	1.0
