16 	75 	1.0700000000000001	B         	-1.0	999999.0
16 	76 	1.0700000000000001	B         	-1.0	999999.0
16 	81 	1.0700000000000001	B         	-1.0	999999.0
16 	82 	1.0700000000000001	B         	-1.0	999999.0
17 	13 	1.0	B         	-1.0	999999.0
17 	51 	1.0700000000000001	B         	-1.0	999999.0
17 	52 	1.0700000000000001	B         	-1.0	999999.0
17 	61 	1.0700000000000001	B         	-1.0	999999.0
17 	62 	1.0700000000000001	B         	-1.0	999999.0
17 	63 	1.0700000000000001	B         	-1.0	999999.0
17 	71 	1.0700000000000001	B         	-1.0	999999.0
17 	72 	1.0700000000000001	B         	-1.0	999999.0
17 	73 	1.0700000000000001	B         	-1.0	999999.0
17 	74 	1.0700000000000001	B         	-1.0	999999.0
17 	75 	1.0700000000000001	B         	-1.0	999999.0
17 	76 	1.0700000000000001	B         	-1.0	999999.0
17 	81 	1.0700000000000001	B         	-1.0	999999.0
17 	82 	1.0700000000000001	B         	-1.0	999999.0
26 	*  	0.0	C         	-1.0	0.0
27 	*  	0.0	C         	-1.0	0.0
01 	*  	.17000000000000001	C1        	-1.0	999999.0
21 	*  	0.0	C1        	-1.0	0.0
02 	*  	.089999999999999997	C2        	-1.0	999999.0
22 	*  	0.0	C2        	-1.0	0.0
03 	*  	.68999999999999995	C3        	-1.0	999999.0
23 	*  	0.0	C3        	-1.0	0.0
04 	*  	.85999999999999999	C4        	-1.0	999999.0
24 	*  	0.0	C4        	-1.0	0.0
05 	*  	.78000000000000003	C5        	-1.0	999999.0
25 	*  	0.0	C5        	-1.0	0.0
*  	83 	1.0	D         	-1.0	999999.0
11 	C0 	0.0	D         	-1.0	999999.0
11 	C9 	0.0	D         	-1.0	999999.0
31 	*  	0.0	D         	-1.0	999999.0
32 	*  	0.0	D         	-1.0	999999.0
33 	*  	0.0	D         	-1.0	999999.0
41 	*  	0.0	D         	-1.0	999999.0
42 	*  	0.0	D         	-1.0	999999.0
43 	*  	0.0	D         	-1.0	999999.0
44 	*  	0.0	D         	-1.0	999999.0
45 	*  	0.0	D         	-1.0	999999.0
46 	*  	0.0	D         	-1.0	999999.0
51 	*  	0.0	D         	-1.0	999999.0
52 	*  	0.0	D         	-1.0	999999.0
53 	*  	0.0	D         	-1.0	999999.0
54 	*  	0.0	D         	-1.0	999999.0
61 	*  	0.0	D         	-1.0	999999.0
62 	*  	0.0	D         	-1.0	999999.0
63 	*  	0.0	D         	-1.0	999999.0
64 	*  	0.0	D         	-1.0	999999.0
65 	*  	0.0	D         	-1.0	999999.0
66 	*  	0.0	D         	-1.0	999999.0
71 	*  	0.0	D         	-1.0	999999.0
72 	*  	0.0	D         	-1.0	999999.0
73 	*  	0.0	D         	-1.0	999999.0
74 	*  	0.0	D         	-1.0	999999.0
75 	*  	0.0	D         	-1.0	999999.0
81 	*  	0.0	D         	-1.0	999999.0
82 	*  	0.0	D         	-1.0	999999.0
83 	*  	0.0	D         	-1.0	999999.0
91 	*  	0.0	D         	-1.0	999999.0
92 	*  	0.0	D         	-1.0	999999.0
93 	*  	0.0	D         	-1.0	999999.0
94 	*  	0.0	D         	-1.0	999999.0
95 	*  	0.0	D         	-1.0	999999.0
11 	91 	0.0	E         	-1.0	999999.0
11 	92 	0.0	E         	-1.0	999999.0
11 	93 	0.0	E         	-1.0	999999.0
12 	91 	0.0	E         	-1.0	999999.0
12 	92 	0.0	E         	-1.0	999999.0
12 	93 	0.0	E         	-1.0	999999.0
13 	91 	0.0	E         	-1.0	999999.0
13 	92 	0.0	E         	-1.0	999999.0
13 	93 	0.0	E         	-1.0	999999.0
14 	91 	0.0	E         	-1.0	999999.0
14 	92 	0.0	E         	-1.0	999999.0
14 	93 	0.0	E         	-1.0	999999.0
15 	91 	0.0	E         	-1.0	999999.0
15 	92 	0.0	E         	-1.0	999999.0
15 	93 	0.0	E         	-1.0	999999.0
16 	91 	0.0	E         	-1.0	999999.0
16 	92 	0.0	E         	-1.0	999999.0
16 	93 	0.0	E         	-1.0	999999.0
17 	91 	0.0	E         	-1.0	999999.0
17 	92 	0.0	E         	-1.0	999999.0
17 	93 	0.0	E         	-1.0	999999.0
11 	84 	3.5800000000000001	B         	-1.0	999999.0
12 	84 	2.5099999999999998	B         	-1.0	999999.0
13 	84 	1.0700000000000001	B         	-1.0	999999.0
14 	84 	1.0700000000000001	B         	-1.0	999999.0
15 	84 	3.5800000000000001	B         	-1.0	999999.0
16 	84 	1.0700000000000001	B         	-1.0	999999.0
17 	84 	1.0700000000000001	B         	-1.0	999999.0
